id,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms//,source
c-645,ENGR 436,UBCO,2023,ENGR 436 Transportation Planning,"Processes and techniques to facilitate properly integrated land use and transport systems, including: survey and data techniques; trip generation; trip distribution; modal choice; trip assignment; development traffic impact assessment; sustainable transportation strategies; and vulnerable road users. Credit will be granted for only one of ENGR 436 or ENGR 536.",3,FALSE,,,,ENGR 335.,,,ENGR 335,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-646,ENGR 437,UBCO,2024,ENGR 437 Railway Systems Engineering,"Topics on the principles, data, specifications, plans and economics pertaining to the planning, design, construction, and operation of railways tracks, controls, running stock, facilities. Credit will be granted for only one of ENGR 437 or ENGR 537.",3,FALSE,,,,ENGR 335.,,,ENGR 335,FALSE,FALSE,FALSE,TRUE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-647,ENGR 438,UBCO,2023,ENGR 438 Rock Mechanics and Rock Engineering,"Mechanical properties of intact rock. Rock mass properties and classifications. Structural mapping and stereonets. Rock and rock mass strength criteria. Stresses in rock masses. Rock slope stability analysis. Empirical, analytical, and numerical analysis techniques for underground excavations. Rock support and stabilization. Credit will be granted for only one of ENGR 438 or ENGR 538.",3,FALSE,,,,ENGR 340.,,,ENGR 340,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-648,ENGR 440,UBCO,2023,ENGR 440 Foundation Engineering,"Empirical and analytical approaches for foundation engineering. Topics include site investigation, lateral earth pressure, ground improvement, design of shallow and deep foundations, and retaining structures.",3,FALSE,,,ENGR 327.,ENGR 340.,,ENGR 327,ENGR 340,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-649,ENGR 441,UBCO,2023,ENGR 441 Advanced Water Treatment Processes,"Theory and design of advanced drinking water treatment processes used for challenging source water conditions including advanced oxidation, membrane filtration, ultraviolet disinfection, and adsorption processes. Discussion of removal of emerging contaminants (e.g. pharmaceuticals), regulated and unregulated disinfection by-products, and current issues in potable water treatment and quality.",3,FALSE,,,,ENGR 447.,,,ENGR 447,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-650,ENGR 444,UBCO,2023,ENGR 444 Solid Waste Engineering,Applications of engineering principles and practices to land disposal of hazardous and non-hazardous wastes.,3,FALSE,,,,"All of ENGR 340, ENGR 347.",,,"ENGR 340,ENGR 347",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-651,ENGR 445,UBCO,2023,ENGR 445 Design of Water and Wastewater Conveyance Systems,"Identification and evaluation of design solutions for providing a community with adequate water supply, collecting and disposing of stormwater and sewage, and managing excess stormwater flow.",3,FALSE,,,,ENGR 341.,,,ENGR 341,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-652,ENGR 447,UBCO,2023,ENGR 447 Design of Processes for Water and Wastewater Treatment,"Theory and design of fundamental physical, chemical, and biological unit operations for drinking water and municipal wastewater treatment. The design principles of coagulation, flocculation, sedimentation, filtration, biological treatment, solid handling, disinfection, and advanced treatment processes are presented.",3,FALSE,,,,ENGR 347.,,,ENGR 347,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-653,ENGR 449,UBCO,2023,ENGR 449 Aircraft Structures,"Structural components of aircraft; design of aircraft wing and fuselage structures; bending and buckling of thin plates; moments of inertia for complex shapes; stress and deflection analysis; fatigue, safe life, damage tolerant design.",3,FALSE,,,,ENGR 476.,,,ENGR 476,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-654,ENGR 451,UBCO,2023,ENGR 451 Microelectronics II,"Building blocks of integrated-circuit amplifiers, differential multistage amplifiers, frequency response, feedback, output stages and power amplifiers, and operational amplifier circuitry. Credit will be granted for only one of ENGR 451 or ENGR 352.",3,FALSE,,,,ENGR 351.,,,ENGR 351,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-655,ENGR 453,UBCO,2023,ENGR 453 Internet of Things,"Sensing, actuation, sampling, analog-to-digital and digital-to-analog conversion, voice over IP, video codecs, audio codecs, multimedia communication protocols for IoT, wireless communication protocols for IoT.",3,FALSE,,,,APSC 254.,,,APSC 254,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-656,ENGR 456,UBCO,2023,ENGR 456 Electrochemical Energy Storage Systems,"Thermodynamics and kinetics of electrochemical reactions, rechargeable batteries, Li-ion batteries, anode and cathode materials, nanostructured materials for batteries, liquid-solid and solid-solid interfaces in batteries, next-generation Naion and Li-S batteries, supercapacitors, and hybrid Li-ion supercapacitors.",3,FALSE,,,,"All of APSC 252, APSC 259.",,,"APSC 252,APSC 259",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-657,ENGR 458,UBCO,2023,ENGR 458 Power Electronics,"Applications and roles of power electronics, power semiconductor devices, diode rectifiers, phase-controlled rectifiers, DC-DC converters, DC-AC converters, resonant converters. Examples drawn from residential and industrial applications. Credit will be granted for only one of ENGR 458 or ENGR 558.",3,FALSE,,,,ENGR 320.,,,ENGR 320,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-658,ENGR 460,UBCO,2023,ENGR 460 Tools and Applications in Environmental and Engineering Microbiology,"Fundamentals of environmental microbiology and DNA sequencing technologies including microbial detection with molecular methods, bioinformatics and computational analysis.",3,FALSE,,,,"Either (a) all of APSC 182, APSC 183 or (b) CHEM 113 or (c) CHEM 123. (Third-year B.A.Sc. or B.Sc. Standing.)",,,"APSC 182,APSC 183,CHEM 113,CHEM 123",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-659,ENGR 461,UBCO,2023,ENGR 461 Digital Communications,"Signal space concepts, baseband digital transmission on additive white Gaussian noise channel, optimum receiver design, transmission through bandlimited channels, coherent and non-coherent carrier modulations, elements of information theory, introduction to error control coding.",3,FALSE,,,,"All of ENGR 360, ENGR 361.",,,"ENGR 360,ENGR 361",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-660,ENGR 466,UBCO,2023,ENGR 466 Introduction to VLSI Systems,"The chip design process using VLSI design styles in CMOS technology. Data path, control and register file design and layout. Clocking schemes, flip-flop and latch-based design. Design project using CAD tools.",3,FALSE,,,,APSC 262.,,,APSC 262,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-661,ENGR 467,UBCO,2023,ENGR 467 Real-Time and Embedded System Design,"Multi-tasking, interrupt-driven systems, RTOSs and programming environments, task scheduling, schedulability analysis, inter-process communication and synchronization, resource management, performance measurement.",3,FALSE,,,,ENGR 359.,,,ENGR 359,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-662,ENGR 468,UBCO,2023,ENGR 468 Advanced Digital System Design,"Design flows, system-on-chip design practices, timing, clock domains, high-speed data links, intellectual property reuse and platform-based design, application specific computing, ASIC and FPGA technologies, and hardware/software co-design. Credit will be granted for only one of ENGR 468 or ENGR 568.",3,FALSE,,,,"All of APSC 262, ENGR 359.",,,"APSC 262,ENGR 359",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-663,ENGR 469,UBCO,2023,ENGR 469 Polymer Engineering,"Introduction to polymer science and technology, molecular structure of polymers, polymer synthesis, structure-property relationship in polymers, physical properties of polymers, reinforced polymers, polymer composites and nanocomposites, polymer characterization, polymer processing, and forming.",3,FALSE,,,,"All of APSC 259, APSC 260.",,,"APSC 259,APSC 260",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-664,ENGR 472,UBCO,2023,ENGR 472 Fibre Optics and Photonics,"Introduction to fibre optic transmission, single-mode and multimode fibre optics, dispersion and absorption design criteria, semiconductor diode lasers, LEDs, modulators, pn and p-i-n receivers, point-to-point and network implementations of fibre optic networks and integrated photonic systems. Credit will be granted for only one of ENGR 472 or ENGR 572.",3,FALSE,,,,ENGR 365.,,,ENGR 365,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-665,ENGR 473,UBCO,2023,ENGR 473 Antennas and Propagation,"Wave propagation models, radiation patterns, directivity and gain, radiation resistance, Friis transmission equation, reciprocity, dipole antennas, image theory, loop antennas, uniform and non-uniform antenna arrays, broadband antennas, aperture antennas. Credit will be granted for only one of ENGR 473 or ENGR 574.",3,FALSE,,,,ENGR 365.,,,ENGR 365,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-666,ENGR 474,UBCO,2023,ENGR 474 Analog Integrated Circuits,"Design and analysis of analog integrated circuits with emphasis on CMOS technology. MOS device physics and models, processing technology and layout, differential amplifiers, current mirrors, noise, feedback, opamp design and compensation, two-stage CMOS opamp design, switched-capacitor filters.",3,FALSE,,,,ENGR 451.,,,ENGR 451,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-667,ENGR 475,UBCO,2023,ENGR 475 Materials Selection and Design,"Review of materials classifications, ASTM standard for ferrous materials and non-ferrous alloys. Material property charts. Materials selection and material indices. Introduction to various materials processing. Process selection and materials selection with multiple constraints and objectives, cost analysis.",3,FALSE,,,,ENGR 376.,,,ENGR 376,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-668,ENGR 476,UBCO,2023,ENGR 476 Mechanics of Materials II,"Bending of curved beams; bending of beams with asymmetric cross-sections; shear flow and centre; review of beam deflections; column buckling; Castigliano's theorem; statically indeterminate beams, frames, and rings; Torsion of noncircular members.",3,FALSE,,,,APSC 260.,,,APSC 260,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-669,ENGR 477,UBCO,2023,ENGR 477 Aircraft Propulsion,"Propulsion requirements, effects of Mach number, altitude, and application; basic propeller theory; propeller, turboshaft, turbojet, turbofan; cycle analysis and optimization for gas turbine power plant; inter-relations between thermodynamic, aerodynamic and mechanical designs; selection of aeroengines; principles of rocket propulsion systems.",3,FALSE,This course is restricted to students in one of these programs: BASC-O in year: >=4 with one of these specializations: ****MECH,,,ENGR 310.,,,ENGR 310,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-670,ENGR 478,UBCO,2023,ENGR 478 Alternative Energy Systems,"Description of alternative sources of energy, electric vehicles, thermosolar energy, generation of electricity by photovoltaic effect, wind power energy, hydropower, geothermal, nuclear power, power plants with fuel cells, aspects of hydrogen as fuels, fuel from biomass, energy storage parameters, integration of alternative sources of energy.",3,FALSE,,,,"All of ENGR 375, ENGR 385.",,,"ENGR 375,ENGR 385",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-671,ENGR 479,UBCO,2023,ENGR 479 Measurement Principles in Thermal-Fluids,Instruments and methods of measuring fluid thermo-physical properties. Pressure-based velocity measurements. Thermal anemometry. Particle-based techniques for velocity measurement. Sonic anemometry/thermometry. Measurement of flow pressure and density. Measurement techniques for temperature and heat flux. Fundamentals of data processing and analysis.,3,FALSE,,,,"All of ENGR 310, ENGR 385.",,,"ENGR 310,ENGR 385",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-672,ENGR 480,UBCO,2023,ENGR 480 Modern Control,"State-space modelling and design. Review of linear and matrix algebra, highlights of classical control theory, state-space modelling, continuous and discrete state equations, stability, controllability and observability, design of feedback systems. Credit will be granted for only one of ENGR 480 or ENGR 580.",3,FALSE,,,,ENGR 315.,,,ENGR 315,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-673,ENGR 482,UBCO,2023,ENGR 482 Biomedical Engineering I,"Introduction to the microcirculation; gas exchange in organs, including diffusion, perfusion and ventilation; surface energy in biological systems; principles of hemodynamics including vascular resistance and flow regimes at different levels of organs, tissues and cells; principles of tissue mechanics; introduction to tissue engineering; introduction to medical devices design and development.",3,FALSE,,,,(Fourth-year standing.),,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-674,ENGR 484,UBCO,2023,ENGR 484 Heat and Mass Transfer,"Heat exchanger design, heat transfer with phase change, radiation heat transfer, steady and transient mass diffusion, convective mass transfer, simultaneous heat and mass transfer. Credit will be granted for only one of ENGR 484 or ENGR 584.",3,FALSE,,,,"All of ENGR 310, ENGR 385.",,,"ENGR 310,ENGR 385",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-675,ENGR 485,UBCO,2023,"ENGR 485 Heating, Ventilating, and Air Conditioning","Properties of moist air, air conditioning systems, heat transmission in building systems, heating and cooling load, refrigeration, pumps and piping design, fans and building air distribution.",3,FALSE,,,,"All of APSC 253, APSC 258, ENGR 385.",,,"APSC 253,APSC 258,ENGR 385",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-676,ENGR 487,UBCO,2023,ENGR 487 Digital Control,"Digital control theory and a brief review of classical control and its relationship to discrete systems. Discrete time systems, sampling, z-transform, pulse transfer function, stability in z-domain, pole-placement control design and state estimation, discrete linear quadratic optimal control, introduction to system identification and Kalman filter. Credit will be granted for only one of ENGR 487 or ENGR 587.",3,FALSE,,,,ENGR 315.,,,ENGR 315,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-677,ENGR 489,UBCO,2024,ENGR 489 Multicriteria Optimization and Design of Experiments,"Multiple attribute decision making, multiple objective decision making/optimization, fuzzy optimization, design and analysis of physical and computer experiments, uncertainty modelling, sensitivity analysis, weighting methods, computational tools and applications in multi-disciplinary design. Credit will be granted for only one of ENGR 489 or ENGR 589.",3,FALSE,This course is restricted to students in one of these programs: BASC-O in year: >=4,,,(Fourth-year B.A.Sc. standing.),,,,TRUE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-678,ENGR 490,UBCO,2023,ENGR 490 Fluid Machinery,"Principles and performance characteristics of turbomachinery, centrifugal and axial flow fans, compressors, pumps and turbines, and applications of dimensional analysis and similitude.",3,FALSE,,,,ENGR 310.,,,ENGR 310,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-679,ENGR 491,UBCO,2023,ENGR 491 Computational Fluid Dynamics,"Computational fluid dynamics theory and methods for the numerical simulation of heat and fluid flow. Governing equations, meshing strategies and mesh requirements, finite difference methods, finite volume methods, solution of algebraic systems of equations, compressible flows, turbulence modelling.",3,FALSE,,,,ENGR 310.,,,ENGR 310,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-680,ENGR 492,UBCO,2023,ENGR 492 Finite Element Methods,"Finite Element Discretization, Direct Stiffness Method, Numerical Solution of Large Deformations, Formulation of Finite Elements, Auxiliary Equations, Thermomechanical Analysis, Computer Implementation of the Finite Element Methods, Case Studies in Material Forming and Multi-Physics. Credit will be granted for only one of ENGR 492 or ENGR 582.",3,FALSE,,,,(Fourth-year B.A.Sc. standing.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-681,ENGR 493,UBCO,2023,ENGR 493 Introduction to Aerodynamics and Aircraft Design,"Aircraft conceptual design: methods for estimating aircraft weight, fuel load, lift, thrust, airfoil and wing specification, engine selection and sizing, and structural loads. Introductory aerodynamics of airfoils and wings.",3,FALSE,,,,ENGR 310.,,,ENGR 310,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-682,ENGR 494,UBCO,2023,ENGR 494 Autonomous Vehicle Technology,"Autonomous navigation: perception, localization and mapping, motion planning, and motion control; and applications to unmanned aerial vehicles (UAVs), automated vehicles and self-driving cars. Credit will be granted for only one of ENGR 494 or ENGR 535.",3,FALSE,,,,ENGR 480.,,,ENGR 480,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-683,ENGR 495,UBCO,2023,ENGR 495 Tissue Engineering,"Fundamentals of cell biology; extracellular matrix, receptors, and cell-cell and cell-matrix interactions at both the theoretical and experimental levels; effects of physical, chemical, and electrical stimuli on cell function; tissue structure and function and the clinical need for tissue repair; scaffold design and processing for tissue engineering. Credit will be granted for only one of ENGR 495 or ENGR 519.",3,FALSE,,,,(Fourth-year standing.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-684,ENGR 497,UBCO,2023,ENGR 497 Combustion Processes,"Combustion thermochemistry, fundamentals of mass transfer, chemical kinetics and combustion related chemical mechanisms, analysis of coupled thermal and chemical systems, laminar and turbulent flames, premixed and non-premixed flames, and combustion instabilities (e.g., thermoacoustics).",3,FALSE,,,,"All of ENGR 310, ENGR 375.",,,"ENGR 310,ENGR 375",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-685,ENGR 498P,UBCO,2023,ENGR 498P Special Topics in Engineering - BIOPHOTON,Topics in engineering not covered in other technical electives. Students should consult the School of Engineering for the particular topics offered in a given year. This course may not be offered every year.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,(Fourth-year standing in the B.A.Sc. Program and approval of the Associate Director of Undergraduate Studies.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-686,ENGR 499,UBCO,2023,ENGR 499 Engineering Capstone Design Project,A capstone design project in response to an actual engineering problem. The project can be multi-disciplinary or in a specialized area of engineering. Students are required to submit a comprehensive project report and deliver a formal presentation.,6,FALSE,This course is restricted to students in one of these programs: BASC-O in year: =4,,,(Fourth-year standing.),,,,TRUE,TRUE,FALSE,FALSE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-687,ENGR 501,UBCO,2023,ENGR 501 Deep and Reinforcement Learning for Engineers,"Foundations of neural networks and deep learning; techniques to improve neural networks; convolutional neural networks recurrent neural networks and their applications; reinforcement learning: basics, Q-learning, actor-critic algorithm; practical engineering applications of deep and reinforcement learning",3,FALSE,,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-688,ENGR 502,UBCO,2023,ENGR 502 Technical Communication for Engineering Research,"Strategies for clear, effective, and ethical technical communication (both written and oral). Tools and formatting for graphics, technical reports, proposals, journal papers, theses. Pass/Fail.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-689,ENGR 504,UBCO,2024,ENGR 504 Microfabrication Technology,"Lithography (photo and soft), deposition and etching of thin films, electroplating, multilayer fabrication, monolithic integration, laminated structures, and packaging.",3,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-690,ENGR 511,UBCO,2023,ENGR 511 Technology Entrepreneurship for Engineers,"Engineering and innovation, business models, customer development, intellectual property, product development, customer validation, hypothesis testing, company positioning. Credit will be granted for only one of ENGR 511 or ENGR 411.",3,FALSE,,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-691,ENGR 518,UBCO,2023,ENGR 518 Applied Machine Learning for Engineers,"Fundamentals of machine learning, toolboxes in machine learning, supervised learning, unsupervised learning, applications of machine learning in various engineering disciplines. Credit will be granted for only one of ENGR 518 or ENGR 418.",3,FALSE,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-692,ENGR 519,UBCO,2023,ENGR 519 Tissue Engineering,"Fundamentals of cell biology; extracellular matrix, receptors, and cell-cell and cell-matrix interactions at both the theoretical and experimental levels; effects of physical, chemical, and electrical stimuli on cell function; tissue structure and function and the clinical need for tissue repair; scaffold design and processing for tissue engineering. Credit will be granted for only one of ENGR 495 or ENGR 519.",3,FALSE,,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-693,ENGR 522,UBCO,2023,ENGR 522 Advanced Design of Steel Structures,"Behaviour and design of steel structures, members, and cross sections in accordance with limit states principles. Behaviour and design of braced frames and moment resisting frames. Second-order analysis of frames. Load path concepts for detailing connections.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-694,ENGR 523,UBCO,2023,ENGR 523 Seismic Design of Buildings,Review of structural dynamics and response spectra; seismic design of steel and masonry buildings; seismic design of reinforced concrete structures; design using simplified code procedures and computer tools.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-695,ENGR 528,UBCO,2023,ENGR 528 Earthquake Engineering,"Strong ground motion, single and multiple degree-of-freedom systems, earthquake response of linear and inelastic systems, earthquake response and design, and building design considerations.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-696,ENGR 529,UBCO,2023,ENGR 529 Rehabilitation of Concrete Structures,"Concrete damage and deterioration mechanisms, assessment and instrumentation; repair and strengthening materials and techniques; design of structural strengthening systems. Credit will be granted for only one of ENGR 429 or ENGR 529.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-697,ENGR 532,UBCO,2023,ENGR 532 Project Planning and Control,"Project planning and alignment, project control standards and deliverables, project selection process, project definition rating index, and risk management. Analytical hierarchical processes, and Monte-Carlo simulation in scheduling and costing.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-698,ENGR 533,UBCO,2023,ENGR 533 Construction Engineering and Management,"Management of the firm: strategic planning, marketing, organizational structure and behaviour. Project delivery systems: traditional, construction management, turnkey. Network planning methods. Activity planning, including construction methods selection. Estimating, bidding, and bonding. Project control tools and procedures. Safety and quality control. Credit will be granted for only one of ENGR 533 or ENGR 433.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-699,ENGR 534,UBCO,2023,ENGR 534 Road Safety Planning and Engineering,"Quantifying the link between built form (land use) and road safety levels; data extraction, stratification, and aggregation; micro and macro-level generalized linear regression modelling; and road safety applications.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-700,ENGR 535,UBCO,2023,ENGR 535 Autonomous Vehicle Technology,"Autonomous navigation: perception, localization and mapping, motion planning, and motion control; and applications to unmanned aerial vehicles (UAVs), automated vehicles and self-driving cars. Credit will be granted for only one of ENGR 494 or ENGR 535.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-701,ENGR 536,UBCO,2023,ENGR 536 Sustainable Land Use and Transportation,"Principles, data, and economics pertaining to the planning, design, and management of sustainable community land use and transportation systems. Credit will be granted for only one of ENGR 536 or ENGR 436.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-702,ENGR 537,UBCO,2024,ENGR 537 Railway Systems Engineering,"Topics on the principles, data, specifications, plans and economics pertaining to the planning, design, construction, and operation of railways tracks, controls, running stock, facilities. Credit will be granted for only one of ENGR 437 or ENGR 537.",3,FALSE,,,,,,,,FALSE,FALSE,FALSE,TRUE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-703,ENGR 542,UBCO,2024,ENGR 542 Engineering and Society,Changing landscape of engineering: how technology functions within society and the environment; design and decision-making; societal issues; social and environmental aspects of engineering activities.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-704,ENGR 544,UBCO,2024,ENGR 544 Life Cycle Assessment and Management,"Practical and theoretical applications of life cycle thinking in engineering projects, products, and processes. Understand international standards and methods in Life Cycle Assessment (LCA), Life CycleCosting (LCC). Interpret and provide critical feedback on LCA/LCC studies and analyze claims on sustainability.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,FALSE,FALSE,TRUE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
